Firma;Register_ID;Gruppe;IT_Gewinne;aktive_Jahre;letzter_Gewinn;Summe_Wert_EUR;Median_Wert_EUR;ARGE_Gewinne;Ort;PLZ;Email;Web;Aufloesung
Allgeier IT GmbH;DE812548763;ALLGEIER-EXPERTS;2;1;2024-11-18;;;0;München;80807;info@allgeier-public.eu;;ted_nationalid
Martens & Augustin Bürodienst GmbH;K1101R_HRB64132;;2;2;2023-07-11;;;0;Hamburg;22113;;;handelsregister_exakt
SI PRO GmbH;;;2;2;2022-05-25;;;0;Mannheim;68309;info@si-pro.de;;nur_name
Decadis AG;T2210V_HRB7502;;2;2;2023-06-23;;;0;Koblenz;56068;;;handelsregister_exakt
GSP Sprachtechnologie GmbH;F1103R_HRB22455;;2;1;2022-08-08;;;0;Berin;12247;;;handelsregister_exakt
RDF(Revenue Development Foundation);;;2;2;2025-03-19;;;0;Oslo;0352;info@revenuedevelopment.org;;nur_name
Pentest Factory GmbH;;PENTESTFACTORY;2;2;2023-06-12;;;1;Geldern;47608;info@pentestfactory.de;;nur_name
SRP GmbH;R3101_HRB20824;;2;2;2025-09-08;;;0;Berlin;13189;p.desjardins@srp-gmbh.de;;handelsregister_exakt
AVS Dessau GmbH;W1215_HRB6135;AVS-DESSAU;2;2;2024-09-18;;;0;Dessau-Rosslau;06842;stefan.heubner@avs-dessau.de;;handelsregister_exakt
Avelios Medical GmbH;;AVELIOS;2;2;2024-03-12;;;0;München;80339;sales@avelios.com;;nur_name
EWV Elektronik - Wartung - Vertrieb GmbH;B8537_HRB660369;;2;2;2026-05-20;;;0;Giengen;89537;vertrieb@ewv-kontrollsysteme.de;;handelsregister_exakt
Lufthansa Technik Aktiengesellschaft;K1101R_HRB56865;;2;2;2025-08-22;;;0;Hamburg;22335;thomas.dages@lht.dlh.de;;handelsregister_exakt
iteracon GmbH;R3101_HRB15940;ITERACON;2;2;2024-09-07;;;0;Übach-Palenberg;52531;david.schwalen@iteracon.de;;handelsregister_exakt
limes datentechnik gmbh;M1202_HRB3288;;2;2;2026-06-09;;;0;Bad Homburg v. d. H.;61348;;;handelsregister_exakt
Thiele & Klose GmbH;T2101V_HRB22833;THIELEUNDKLOSE;2;2;2023-06-01;;;1;Daxweiler;55442;info@thieleundklose.de;;handelsregister_exakt
borisgloger consulting GmbH;B8535_HRB710201;BORISGLOGER;2;2;2023-09-01;;;1;Frankfurt;60327;sales@borisgloger.com;;handelsregister_exakt
CONACTIVE GmbH & Co KG;D2201V_HRA1732;CONACTIVE;2;1;2024-12-31;;;0;Deggendorf;94469;deggendorf@conactive.de;;handelsregister_exakt
Userlutions GmbH;F1103R_HRB137205;USERLUTIONS;2;2;2025-03-10;;;0;Berlin;10245;anne.rauhut@userlutions.com;;handelsregister_exakt
Dedalus Healtcare GmbH;;;2;2;2023-06-02;;;0;Stuttgart;53227;;;nur_name
POLAVIS GmbH;HRB 171383;POLAVIS;2;1;2024-05-08;;;0;Berlin;10117;info@polavis.de;;ted_nationalid
FJD InformationTechnologies AG;UStIDDE 161238877;FJD;2;1;2024-12-09;;;0;Feldkirchen;85622;briefkasten@fjd.de;;ted_nationalid
Tricise GmbH;DE326037602;TRICISE;2;2;2026-04-10;;;0;Neu-Isenburg;63263;frank.kunzelmann@capture.eu;https://tricise.com/de/;ted_nationalid
DATAGROUP BIT GmbH;DE813947686;DATAGROUP;2;2;2026-04-13;;;0;Hamburg;20097;bit@datagroup.de;https://www.datagroup.de/;ted_nationalid
Scandio GmbH;D2601V_HRB148820;SCANDIO;2;2;2024-01-29;;;0;München;81737;sales@scandio.de;;handelsregister_exakt
NEMO GmbH & Co. KG;B8534_HRA728387;NEMO-AI;2;1;2025-04-22;;;0;Weilerbach;67685;info@nemo-ai.com;https://www.nemo-ai.com/;handelsregister_exakt
IRIAN Deutschland GmbH;P3210_HRB203218;IRIAN;2;1;2024-02-06;;;0;Oldenburg;26135;marcus.kroeger@irian.eu;;handelsregister_exakt
GeT IT Consulting GmbH;DE315754386;;2;1;2024-05-07;;;0;Kulmbach;95326;order@get-it.gmbh;;ted_nationalid
Bechtle GmbH Leipzig IT Systemhaus;DE161469856;BECHTLE;2;2;2026-01-23;;;0;Leipzig;04347;vergabe.leipzig@bechtle.com;;ted_nationalid
FAZIT Communication GmbH;M1201_HRB108854;FAZIT-COMMUNICATION;2;2;2022-09-06;;;0;Frankfurt am Main;60327;andreas.fiebiger@fazit-communication.de;;handelsregister_exakt
encee GmbH;;;2;2;2022-11-16;;;0;Ursensollen;92289;;;nur_name
Accenture Banking Technology Solutions GmbH;DE216659028;ACCENTURE;2;1;2026-02-28;;;1;Berlin;10963;info@accenture.com;;ted_nationalid
MB Karton Ernst Behrend GmbH;F1103R_HRB32744;MB-KARTON;2;2;2023-11-21;;;0;Berlin;12277;a.behrend@mb-karton.de;;handelsregister_exakt
Constaff GmbH;B8535_HRB709145;CONSTAFF;2;1;2025-12-20;;;1;Heidelberg;69115;fabian.goetz@constaff.com;https://www.constaff.com/unternehmen/;handelsregister_exakt
Micro Focus Deutschland GmbH;DE813269232;MICROFOCUS;2;2;2026-06-23;;;0;Mannheim;68161;michael.pawlak@microfocus.com;;ted_nationalid
H&H CommunicationLab GmbH;;;2;2;2022-11-11;;;0;Ulm;89077;;;nur_name
BriefLogistik Oberfranken GmbH;D4708V_HRB11408;BRIEFLOGISTIK;2;2;2025-02-13;;;0;Bamberg;96050;kontakt@brieflogistik.de;;handelsregister_exakt
m box bewegtbild GmbH;F1103R_HRB112767;;2;1;2025-05-26;;;0;Berlin;10115;michaela.goellner@m-box.de;;handelsregister_exakt
Limebit UG (haftungsbeschränkt);F1103R_HRB179909;LIMEBIT;2;2;2025-12-20;;;0;Moabit;10559;info@limebit.de;https://www.limebit.de/;handelsregister_exakt
Kontron Transportation Deutschland GmbH;;;2;2;2026-02-23;;;0;Immenstaad am Bodensee;88090;bieterportal-alt@deutschebahn.com;;nur_name
CONIGON GmbH;V1109_HRB104379;CONIGON;2;2;2022-08-23;;;0;Dillingen;66763;p.rheinert@conigon.com;;handelsregister_exakt
Brandperform UG (haftungsbeschränkt);D3304V_HRB13498;;2;2;2023-01-03;;;0;Wien;1040;ausschreibungen-eduwerk@acp.de;;handelsregister_exakt
BWPOST Stuttgart GmbH & Co. KG;;BWPOST;2;2;2022-02-07;;;0;Stuttgart;70567;n.kirschner@bwpost.net;;nur_name
UDATA GmbH;T3104V_HRB64733;;2;2;2023-02-03;;;0;Neustadt/Weinstraße;;;;handelsregister_exakt
Die Software Objektway Group GmbH;;;2;1;2022-01-18;;;0;85560 Ebersberg;;;;nur_name
Hytera Mobilfunk GmbH;P2305_P2304_HRB100300;;2;2;2024-05-29;;;0;Bad Münder;31848;info@hmf-germany.com;;handelsregister_exakt
Unternehmensberatung Dr. Karb GmbH;B8534_HRB13128;KARB;2;2;2024-10-08;;;0;Stuttgart;70599;karb@karb.de;;handelsregister_exakt
Mister Systems GmbH;R3101_HRB11812;;2;2;2023-01-13;;;0;Herzogenrath;52134;;;handelsregister_exakt
artegic AG;R3201_HRB14280;;2;2;2022-10-14;;;0;Bonn;53177;;;handelsregister_exakt
Log4it GmbH;;LOG4IT;2;1;2023-11-20;;;0;Markranstädt;04420;Dummy-eMail-eVergabe@fb.hamburg.de;;nur_name
P.S.I. Speditions GmbH;D2601V_HRB83737;;2;2;2025-03-24;;;0;Oberschleißheim;85764;info@psi-spedition.de;;handelsregister_exakt
BridginglT GmbH;UST-ID: DE814938761;;2;1;2025-08-11;;;0;Mannheim;68161;info@bridgir19-it.de;https://www.bridging-it.de;ted_nationalid
NEWi Pro AV GmbH;19436;NEWI-PROAV;2;2;2026-03-26;;;0;Münster;48157;t.hildebrandt@pro-av.de;https://www.newi-proav.de/;ted_nationalid
OstertagDeTeWe GmbH;DE 267896341;OSTERTAGDETEWE;2;2;2026-03-03;;;0;München;80686;info@ostertagdetewe.de;;ted_nationalid
Advantic GmbH;X1517R_HRB8217KI;ADVANTIC;2;1;2023-12-19;;;0;Lübeck;23556;info@advantic.de;;handelsregister_exakt
Testmandant LDI;123456;;2;1;2025-08-18;;;0;Kopenhagen;1717;beispiel@queue-it.de;;ted_nationalid
Crownpeak Technology GmbH;D2601V_HRB201765;CROWNPEAK;2;2;2026-03-16;;;0;Dortmund;44269;info-dach@crownpeak.com;;handelsregister_exakt
Trafi GmbH;F1103R_HRB196876;TRAFI;2;2;2025-08-12;;;0;Berlin;10719;info@trafi.com;;handelsregister_exakt
INTEGRIS LIMS GmbH;U1104_HRB32975;ILIMS;2;2;2022-02-22;;;0;Dresden;01159;info@ilims.de;;handelsregister_exakt
KNIME GmbH;B1204_HRB382174;KNIME;2;2;2024-01-29;;;0;Zürich;8001;herbert.heiss@knime.com;;handelsregister_exakt
Phi Partners International GmbH;;PHIPARTNERS;2;1;2023-12-04;;;0;Frankfurt am Main;60598;KfW@phipartners.com;;nur_name
VOQUZ Public GmbH;DE 271823661;VOQUZ;2;2;2025-03-04;;;1;Ismaning;85737;biddesk@voquz.com;https://public.voquz.com/;ted_nationalid
Modus Consult Gericke GmbH & Co.KG;DE 244920040;MODUSCONSULT;2;1;2024-12-16;;;0;Karlsruhe;76227;Karlsruhe@modusconsult.net;;ted_nationalid
Pan Dacom AG;;;2;2;2022-12-20;;;0;Dreieich;63303;;;nur_name
plus-IT GmbH;D2601V_HRB134144;PLUS-IT;2;2;2022-03-07;;;0;Murnau;82418;support@plus-it.de;;handelsregister_exakt
SI PRO GmbH;DE201409806;;2;2;2026-03-25;;;0;Mannheim;68163;info@si-pro.de;;ted_nationalid
BDE Business Datawarehouse Engineering GmbH;G1312_HRB12238;;2;2;2025-11-24;;;0;Berlin;12623;;http://www.bde-gmbh.de;handelsregister_exakt
DMS Consulting GmbH;D5701V_HRB2691;;2;2;2024-07-08;;;0;Köln;50968;nrwinvest@dmsweb.de;;handelsregister_exakt
EAM Trusted Advisor GmbH;G1207_HRB17242;TRUSTED-ADVISOR;2;2;2026-01-19;;;0;Bad Saarow;15526;office@trusted-advisor.com;;handelsregister_exakt
actago GmbH;D2404V_HRB11195;ACTAGO;2;2;2023-12-19;;;0;Landau a.d. Isar;94405;info@actago.de;;handelsregister_exakt
Institutional Shareholder Services Germany AG;;;2;1;2022-05-12;;;0;München;;;;nur_name
NTT DATA Business Solutions AG;DE 813 209 371;NTTDATA;2;1;2025-08-14;;;0;Bielefeld;33605;anfrage-solutions-de@nttdata.com;;ted_nationalid
GO!Express & Logistics Frankfurt GmbH;M1201_HRB32193;;2;2;2023-10-23;;;1;Frankfurt am Main;60489;;;handelsregister_exakt
Tricentis GmbH;ATU73766702;TRICENTIS;2;2;2026-06-29;;;0;Vienna;1220;office@tricentis.com;;ted_nationalid
Mario Reifschneider e.K.;;;2;2;2024-10-29;;;0;Werder;14542;info@lapstars.de;;nur_name
Veeam Software GmbH;D2601V_HRB201298;;2;2;2022-09-29;;;0;München;81829;;;handelsregister_exakt
Schuhfried GmbH;;;2;2;2023-09-07;;;0;Moedling;2340;;;nur_name
Vodafon GmbH;;VODAFONE;2;1;2022-09-12;;;0;Düsseldorf;40548;johannes.hoberueck@vodafone.com;;nur_name
Classtime AG;;CLASSTIME;2;2;2025-11-11;;;0;Zürich;8005;support@classtime.com;;nur_name
Exody E-Business Intelligence GmbH;M1201_HRB42821;;2;2;2022-12-05;;;0;Eschborn;65769;kevin.jahn@hype.de;;handelsregister_exakt
SUSE Software Solutions Ireland Ltd;;SUSE;2;2;2023-07-10;;;0;Dublin;18;eva.hoehn@suse.com;;nur_name
Sensis e. K.;D2803V_HRA8212;SENSIS;2;2;2026-01-07;;;0;Viersen;41747;info@sensis.de;https://sensis.de/;handelsregister_exakt
ParkEfficient GmbH;DE 32 76 48 190;PARKEFFICIENT;2;2;2026-03-12;;;0;Düsseldorf;40213;ausschreibung@parkefficient.de;;ted_nationalid
Telekom Deutschland GmbH - Region Sued;;;2;2;2023-03-27;;;0;Nürnberg;90441;infrastruktur-sued@telekom.de;;nur_name
Wey Technology GmbH;M1201_HRB86418;;2;2;2024-12-17;;;0;Frankfurt am Main;60528;marco.schwarz@weytec.com;;handelsregister_exakt
Capita Customer Services (Germany) GmbH;D2601V_HRB216213;CAPITA-EUROPE;2;1;2023-08-18;;;0;Berlin;12489;info.europe@capita-europe.com;;handelsregister_exakt
medisite Service GmbH;P2305_HRB209135;;2;1;2025-03-04;;;0;Hannover;30625;no@emailaddress.given;;handelsregister_exakt
Andersen Germany GmbH;DE333984733;ANDERSENLAB;2;2;2026-03-31;;;0;Berlin;10629;n.redzkovich@andersenlab.com;;ted_nationalid
WCC Services BV;;;2;2;2023-06-13;;;0;Utrecht;3511BK;tkamp@wcc-group.com;;nur_name
NTS Netzwerk Telekom Service AG;;;2;1;2022-10-11;;;0;Raaba - Grambach;8074;;;nur_name
GoVirtual Germany GmbH;DE258464731;GOVIRTUAL-GERMANY;2;2;2024-11-18;;;0;Ratingen;40880;thomas.geissler@govirtual.eu;;ted_nationalid
IPS Projects GmbH;T2304V_HRB8877;;2;2;2023-08-11;;;0;Mainz;55116;;;handelsregister_exakt
ceterion AG;M1201_HRB104150;;2;2;2026-06-08;;;0;Bad Vilbel;61118;;;handelsregister_exakt
P3 automotive GmbH;R3101_HRB13838;;2;2;2025-12-23;;;0;Stuttgart;70191;kristina.yasmut@p3-group.com;http://www.p3-group.com;handelsregister_exakt
SAM - STANDARDS AND MORE... GmbH & Co. KG;D2601V_HRA90694;STANDARDSANDMORE;2;2;2024-10-29;;;0;Neuried;82061;timo.kandler@standardsandmore.com;;handelsregister_exakt
INTERcept. Solutions GmbH;K1101R_HRB97879;INTERCEPT;2;2;2026-04-28;;;0;Hamburg;22529;procurement@intercept.de;;handelsregister_exakt
ASQA Software Quality Assurance GmbH;DE362616323;;2;1;2024-07-17;;;0;Berlin;12681;e.ausborn@a-sqa.de;;ted_nationalid
HitachiVantara;Ust.ID DE 209 486 738;HITACHIVANTARA;2;1;2024-11-04;;;0;Dreieich;63303;herbert.thome@hitachivantara.com;;ted_nationalid
semantics Kommunikationsmanagement GmbH;R3101_HRB8189;SEMANTICS;2;1;2024-03-11;;;0;Aachen;52066;info@semantics.de;;handelsregister_exakt
IDERI GmbH;B8535_HRB111162;IDERI;2;2;2026-04-13;;;0;Ostfildern;73760;backoffice@ideri.com;;handelsregister_exakt
Mociety Consult GmbH;M1906_HRB12003;MOCIETY;2;2;2024-03-12;;;0;Wiesbaden;65207;ernst@mociety.de;;handelsregister_exakt
q.beyond AG;HRB 28281;QBEYOND;2;2;2025-04-30;;;1;Hamburg;22303;inside.sales@qbeyond.de;https://www.qbeyond.de/;ted_nationalid
tribe29 GmbH;;TRIBE29;2;2;2023-07-14;;;0;München;81667;sales@tribe29.com;;nur_name
Dedalus HealthCare GmbH;t:15112668152;DEDALUS;2;1;2025-08-11;;;0;Jena;07743;eileen.gaebler@dedalus.com;;ted_nationalid
DI.UNIT GmbH;DE 813 198 968;DI-UNIT;2;1;2024-06-27;;;0;Bielefeld;33609;vergabe@di-unit.de;;ted_nationalid
enmore consulting ag;M1103_HRB7723;;2;1;2023-06-28;;;2;Griesheim;64347;;;handelsregister_exakt
BenHur GmbH;;;2;1;2022-11-28;;;0;Köln;50670;;;nur_name
otris software AG;R2402_HRB15040;OTRIS;2;1;2025-12-01;;;0;Dortmund;44137;vertrieb@otris.de;;handelsregister_exakt
Regiomed Systemlogistik GmbH;F1103R_HRB142525;REGIOMED;2;2;2024-02-15;;;0;Hannover;30559;info@regiomed.org;;handelsregister_exakt
HSH Hard,- und Software GmbH;UStID. DE137210661;;2;1;2026-05-20;;;0;Ahrensfelde;16351;;;ted_nationalid
Media Markt TV-HiFi-Elektro GmbH Neuburg a.d. Donau;;;2;1;2023-07-24;;;0;Neuburg a.d. Donau;;;;nur_name
Empalis Consulting GmbH;B8534_HRB738239;EMPALIS;2;2;2023-05-02;;;0;Stuttgart;70563;andreas.gutesa@empalis.com;;handelsregister_exakt
Siemens AG München;;;2;1;2023-08-21;;;0;München;;;;nur_name
intuitive.ai GmbH;HRB 157697;INTUITIVE-AI;2;2;2025-07-11;;;0;Hamburg;20354;pajam.hassan@intuitive-ai.com;https://www.intuitive-ai.de;ted_nationalid
Aeron Deutschland GmbH;Amtsgericht Mainz, HRB 6091;;2;1;2025-07-01;;;0;Mainz;55124;info@aareon.com;https://www.aareon.de;ted_nationalid
Academic Software;BE0635.738.394;ACADEMICSOFTWARE;2;1;2024-10-14;;;0;Lokeren;29160;thorben@academicsoftware.com;;ted_nationalid
HanseCom PTTS GmbH;;HANSECOM;2;2;2023-08-03;;;0;Hamburg;20097;karin.rose@hansecom.com;;nur_name
Cambridge University Press & Assessment;GB823847609;CAMBRIDGE;2;2;2025-07-16;;;0;Cambridge;CB2 8EA;directcs@cambridge.org;;ted_nationalid
Lunzer + Partner Gesellschaft mit beschränkter Haftung;M1502_HRB1978;LUNZER-PARTNER;2;2;2024-09-13;;;1;Alzenau;63755;matthias.gerbert@lunzer-partner.com;;handelsregister_exakt
DSC Unternehmensberatung und Software GmbH;B8535_HRB334618;;2;2;2026-02-26;;;1;Schriesheim;69198;tender@dsc-gmbh.com;;handelsregister_exakt
auticon Deutschland GmbH;DE363018222;AUTICON;2;2;2025-09-15;;;0;München;81379;info@auticon.de;;ted_nationalid
Seibert Solutions GmbH;HRB 34531 Wiesbaden;SEIBERT;2;1;2026-02-03;;;0;Wiesbaden;65185;tender@seibert.group;http://seibert.group;ted_nationalid
Satz-Rechen-Zentrum Hartmann + Heenemann GmbH & Co. KG.;F1103R_HRA8089;;2;2;2022-03-29;;;1;Berlin;12103;;;handelsregister_exakt
Nuance Communications Ireland Ltd.;IE9800871V;NUANCE;2;1;2024-07-23;;;0;Dublin;18;healthcare.international@nuance.com;https://www.nuance.com/de-de/index.html;ted_nationalid
Goserver IT-Service e.K.;D2601V_HRA83935;GOSERVER;2;2;2022-09-12;;;0;München;80335;info@goserver.de;;handelsregister_exakt
valantic Enterprise Solutions GmbH;;VALANTIC;2;2;2024-08-09;;;0;Norderstedt;22848;susanna.chiu@solutions.valantic.com;;nur_name
Experience One AG;Amtsgericht Stuttgart HRB 767342;EXPERIENCEONE;2;1;2024-02-06;;;0;Stuttgart;70174;business@experienceone.com;;ted_nationalid
Fibercom GmbH;M1103_HRB54194;FIBERCOM;2;2;2026-02-17;;;0;Mörfelden-Walldorf;64546;jens.egert@fibercom.de;http://www.fibercom.de;handelsregister_exakt
mainstorconcept GmbH;B8535_HRB362883;MAINSTORCONCEPT;2;2;2024-11-18;;;0;Ettlingen;76275;info@mainstorconcept.com;;handelsregister_exakt
valantic Enterprise Solutions GmbH;813060444;VALANTIC;2;2;2026-03-06;;;0;Norderstedt;22848;sales@solutions.valantic.com;;ted_nationalid
TLN Trade Company GmbH;T2304V_HRB8759;TLN;2;2;2024-06-21;;;0;Mainz;55129;info@tln-werbemittel.de;https://www.tln-werbemittel.de/;handelsregister_exakt
Randstad Digital Germany AG;DE814842763;;2;1;2026-06-01;;;0;80639;München;;;ted_nationalid
ThinkRED West GmbH;18158 AG Bochum;THINKRED;2;2;2025-04-09;;;0;Bochum;44801;tendermanagement@thinkred.de;https://thinkred.de/;ted_nationalid
Minddistrict GmbH;F1103R_HRB199144;MINDDISTRICT;2;2;2026-04-20;;;0;Berlin;10117;t.meier@minddistrict.com;https://www.minddistrict.com/de-de;handelsregister_exakt
Baremos IT Dienstleistungs GmbH;F1103R_HRB112291;BAREMOS;2;2;2024-02-09;;;0;Berlin;10407;kontakt@baremos.de;;handelsregister_exakt
Wiresoft AG;CH-170.3.027.782-3 Kanton Zug;IRESOFT;2;1;2025-10-01;;;0;Baar;6340;info@wiresoft.com;http://wiresoft.com;ted_nationalid
SynFlow GmbH;R2706_HRB3314;SYNFLOW;2;2;2023-11-23;;;0;Altenberge;48341;info@synflow.de;;handelsregister_exakt
liveonline coaching - Dr. Jürgen Theissing;;;2;2;2023-11-22;;;0;Hamburg;;;;nur_name
IDM GmbH;D4201V_HRB8759;;2;2;2026-04-16;;;0;Hamburg;20251;hallo@idmedizin.de;;handelsregister_exakt
Optm GmbH;;OPTM;2;2;2023-05-10;;;0;Hamburg;22083;angebote@optm.de;;nur_name
WINDHOFF Staffing Services GmbH;R2707_HRB14211;;2;2;2023-03-13;;;0;Gescher;48712;n.dresemann@windhoff-group.de;;handelsregister_exakt
up2date solutions GmbH;D3310V_HRB17042;;2;1;2024-08-06;;;0;Nürnberg;90489;info@u2d.de;;handelsregister_exakt
Zimmermann Electronic Vertriebs GmbH;M1103_HRB88048;;2;2;2025-06-24;;;0;Darmstadt;64283;michael.zimmermann@zeg-shop.de;;handelsregister_exakt
Assemble GmbH;D2601V_HRB222645;ASSEMBLE;2;2;2025-06-17;;;0;Munich;80636;mam@assemble.de;;handelsregister_exakt
CODA Computer und Programme GmbH;DE150093967;CODA-ERFURT;2;1;2024-09-19;;;0;Erfurt;99085;info@coda-erfurt.de;;ted_nationalid
Yunex GmbH;DE16050050;YUNEXTRAFFIC;2;2;2025-09-12;;;0;Essen;45141;contact@yunextraffic.com;;ted_nationalid
RWP Software GmbH;D3310V_HRB27553;RWP-SOFTWARE;2;2;2025-08-27;;;0;Ansbach;91522;serviceleitung@rwp-software.de;;handelsregister_exakt
B & W Kopiertechnik Service- und Vertriebs-GmbH;M1103_HRB4509;;2;2;2023-04-11;;;0;Mainz;55129;;;handelsregister_exakt
Inros Lackner GmbH;B8534_HRB24274;INROS-LACKNER;2;2;2022-11-16;;;0;Dresden;01069;;;handelsregister_exakt
HYand Solutions GmbH;DE169583853;HYAND;2;2;2026-01-02;;;0;Ratingen;40882;sascha.wefers@hyand.com;http://www.hyand.com;ted_nationalid
Arina Deutschland GmbH;DE332048888;ARINA;2;1;2025-11-10;;;0;München;80801;salesde@arina.ch;;ted_nationalid
wohnungshelden GmbH;D2601V_HRB236375;OHNUNGSHELDEN;2;2;2022-12-03;;;0;München;80335;martin@wohnungshelden.de;;handelsregister_exakt
x1F Management & Technology Services GmbH;DE813086758;X1F;2;2;2026-03-25;;;0;München;80335;sales.mtx@x1f.one;;ted_nationalid
Datenna Services B.V.;NL863184820B01;DATENNA;2;2;2024-09-03;;;0;Eindhoven;5611GD;accounting@datenna.com;;ted_nationalid
Trapeze Switzerland GmbH;;TRAPEZEGROUP;2;1;2022-12-29;;;0;Neuhausem am Rheinfall;8212;hans-ulrich.gamper@trapezegroup.com;;nur_name
OrbiTeam Software GmbH;R3208_HRB5329;ORBITEAM;2;2;2025-03-10;;;0;Bonn;53121;info@orbiteam.de;;handelsregister_exakt
Carl Zeiss Meditec Vertriebsgesellschaft mbH;B8537_HRB725438;ZEISS;2;1;2026-04-07;;;0;Oberkochen;73447;;;handelsregister_exakt
EVISCO AG;D2601V_HRB130438;EVISCO;2;2;2022-10-21;;;0;München;91679;contact@evisco.com;;handelsregister_exakt
EY GmbH WPG;DE 147799609;;2;1;2025-02-24;;;1;Berlin;10117;pursuits.gps@de.ey.com;;ted_nationalid
FRANKEN LEHRMITTEL MEDIENTECHNIK;DE133565188;FRANKEN-LEHRMITTEL;2;1;2025-09-15;;;0;Kammerstein;91126;d.ruehrer@franken-lehrmittel.de;;ted_nationalid
Biebl M. Netzwerksysteme;DE 185 771 479;;2;2;2024-02-01;;;0;Waldkirchen;94065;info@netz-systeme.de;;ted_nationalid
PIN Logistik GmbH;DE326461680;PIN-LOGISTIK;2;2;2025-10-27;;;0;Berlin;10559;ausschreibungen@pin-logistik.de;;ted_nationalid
EOMI AG;30/278/50007;EOMI;2;1;2024-04-02;;;0;Berlin;10179;tender@eomi.com;;ted_nationalid
ISP Media e. K.;;;2;2;2022-10-24;;;0;Altenburg;04600;;;nur_name
Bechtle GmbH IT Systemhaus Saarbrücken;DE348946468;BECHTLE;2;1;2024-10-21;;;0;Saarbrücken;66130;vergabe.saarbruecken@bechtle.com;;ted_nationalid
G & J Griep und Jetek Handel GmbH;N1206V_HRB6834;GJHANDEL;2;2;2023-09-28;;;0;Bentwisch;18182;i.robatteux@gjhandel.de;;handelsregister_exakt
MaxMind Inc.;;;2;1;2025-10-17;;;0;Malden;MA 02148;;;nur_name
Allgeier Public SE;DE 289646888;;2;2;2026-02-26;;;0;München;80807;;;ted_nationalid
Threema GmbH;;THREEMA;2;2;2022-04-29;;;0;Pfäffikon;8808;info@threema.ch;;nur_name
SAP Concur Holdings B.V.;NL 8211.82.043.B.02;CONCUR;2;1;2024-12-27;;;0;s'-Hertogenbosch;5232;privacy-request@concur.com;;ted_nationalid
Job4You Software KG;P2305_HRA203619;JOB4YOU;2;1;2025-07-08;;;0;Hameln;31785;info@job4you.de;;handelsregister_exakt
F - H Fröhlich-Handelsgesellschaft mbH;M1603_HRB11047;;2;2;2023-12-20;;;0;Felsberg-Gensungen;34587;t.eckhardt@f-h-froehlich.de;;handelsregister_exakt
EUROKEY Software GmbH;D4102V_HRB5907;EUROKEY;2;2;2023-01-31;;;0;Saarbrücken;66125;l.kuhn@eurokey.de;;handelsregister_exakt
Orianda Solutions AG;B8534_HRB21846;ORIANDA;2;2;2023-03-13;;;1;Tägerwilen;8274;contact@orianda.com;;handelsregister_exakt
EY Consulting GmbH;HRB 138987 B;;2;2;2025-04-30;;;1;Berlin;10117;info@de.ey.com;https://www.ey.com/de_de/legal-and-privacy;ted_nationalid
Allgeier CyRis GmbH;DE351887674;ALLGEIER-IT;2;2;2025-03-12;;;0;Bremen;28307;oliver.letzel@allgeier-cyris.de;;ted_nationalid
Raid Media Sytems GmbH;DE202037777;RAIDMEDIA;2;1;2024-12-23;;;0;Thalheim;09380;vertrieb@raidmedia.com;;ted_nationalid
Bechtle GmbH - IT Systemhaus Dortmund/Meschede;HRB 22922;BECHTLE;2;2;2026-02-06;;;0;Dortmund;44263;oliver.klostermeier@bechtle.com;http://www.bechtle.com;ted_nationalid
Der Lünebote GmbH;P2507_HRB1834;;2;2;2024-01-29;;;0;Lüneburg;21337;cn@luenebote.de;;handelsregister_exakt
NTT Germany AG & Co KG;HRB 3207;;2;2;2026-06-25;;;0;Bad Homburg;61352;stefan.driller@global.ntt;http://global.ntt;ted_nationalid
Nextron Systems GmbH;M1114_HRB50153;NEXTRON-SYSTEMS;2;2;2026-05-08;;;0;Dietzenbach - Hesse;63128;stephan.kaiser@nextron-systems.com;https://www.nextron-systems.com;handelsregister_exakt
spectrumK GmbH;F1103R_HRB112678;SPECTRUMK;2;2;2024-11-29;;;0;Berlin;10249;zentralereinkauf@kkh.de;;handelsregister_exakt
Docs in Clouds TeleCare GmbH;R3101_HRB22171;DOCSINCLOUDS;2;2;2025-01-29;;;0;Aachen;52074;info@docsinclouds.com;;handelsregister_exakt
Object Vision Software AG;D2601V_HRB120220;;2;2;2024-08-20;;;0;Unterhaching;82008;jacob.rosendorfer@ovsag.de;;handelsregister_exakt
Alpha Strike Labs GmbH;F1103R_HRB190512;ALPHASTRIKE;2;2;2025-10-06;;;0;Berlin;12489;tobias.zillner@alphastrike.io;;handelsregister_exakt
Die Plusbringer GmbH;B8534_HRB739518;DIEPLUSBRINGER;2;2;2025-01-20;;;0;Dettlingen;72581;Frank.Reichert@dieplusbringer.de;;handelsregister_exakt
Visart GmbH;;;2;2;2023-03-06;;;1;Bielefeld;33615;;;nur_name
Orange Cyberdefense Germany GmbH;;ORANGECYBERDEFENSE;2;1;2022-09-27;;;0;München;81245;info@orangecyberdefense.com;;nur_name
Local Brand X GmbH;T2304V_HRB47793;LOCAL-BRAND-X;2;1;2024-02-07;;;0;Mainz;55122;info@local-brand-x.com;;handelsregister_exakt
Wiresoft AG;CHE112097691;IRESOFT;2;1;2025-10-13;;;0;Baar;6340;info@wiresoft.com;;ted_nationalid
